Invariant,Avg,Prior,Ratio,S24,S10,S25,S8,S21,S9,S6,S16,S14,S23,S22,S26,S13,S12,S15,S7,S17,S11,S27
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.26122,0.765,0.34147,0,0,0.4967051071,0,0,1,0,0,0,1,1,0,0.4664988667,0,0,0,1,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected Trust_Human=Trust_Human>0 ),0.05033,0.14803,0.34002,0,0,0,0,0,0,0.1134705595,0,0,0,0,0,0,0,0,0.4266579749,0.3228786281,0,0.0933258579
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm ),0.05018,0.14803,0.33897,0.126203058,0,0,0,0,0,0,0.2955778736,0.1971443704,0.03500491561,0.02769738032,0,0.02245747186,0,0.0648636283,0.08510361641,0,0,0.09932984468
P(Mode_H2M=manual | CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm ),0.05018,0.14803,0.33897,0.126203058,0,0,0,0,0,0,0.2955778736,0.1971443704,0.03500491561,0.02769738032,0,0.02245747186,0,0.0648636283,0.08510361641,0,0,0.09932984468
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00516,0.01539,0.33558,0,0,0,0,0,0,0,0,0,0.01156863841,0.01653662888,0,0.01902004376,0,0,0,0.02525925009,0,0.02574287376
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  Trust_Human=Trust_Human==0 ),0.16504,0.496,0.33273,0.4000046723,0,0,0,0.03203769553,0.3090990615,0,0.1410346284,0.3379079648,0.2670504824,0.2372274694,0,0.2277663594,0.1514485733,0.2112351919,0.09207707345,0.3724741727,0.1804176652,0.1758882114
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.31579,0.95575,0.33041,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.31579,0.95575,0.33041,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.31579,0.95575,0.33041,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.31579,0.95575,0.33041,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm Trust_Human=Trust_Human==0 ),0.31579,0.95575,0.33041,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human>0 ),0.31579,0.95575,0.33041,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.25123,0.765,0.3284,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0.773357564
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.01434,0.04425,0.32397,0,0,0,0,0,0,0,0,0.2723743982,0,0,0,0,0,0,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.01434,0.04425,0.32397,0,0,0,0,0,0,0,0,0.2723743982,0,0,0,0,0,0,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.01434,0.04425,0.32397,0,0,0,0,0,0,0,0,0.2723743982,0,0,0,0,0,0,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.01434,0.04425,0.32397,0,0,0,0,0,0,0,0,0.2723743982,0,0,0,0,0,0,0,0,0,0
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human==0 ),0.16014,0.496,0.32286,0,0,0,0,0,0.8830985547,0,0,0,0.9287528504,0.3861879707,0,0.4614229817,0,0,0,0.3831605341,0,0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.00493,0.01539,0.32058,0,0,0,0,0,0,0,0,0,0.01103023683,0.01590464365,0,0.01642476367,0,0,0,0.02141417434,0,0.02896831198
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.04712,0.14803,0.31833,0,0,0,0,0,0,0.1457801605,0,0,0,0,0,0,0,0,0.4266579749,0.3228786281,0,0
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected Trust_Human=Trust_Human>0 ),0.15789,0.504,0.31328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected Trust_Human=Trust_Human>0 ),0.15789,0.504,0.31328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected ),0.15789,0.504,0.31328,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human==0 ),0.1551,0.496,0.3127,0.7272765887,0,0,0,0,0,0,0,1,0.5658902469,0.653678424,0,0,0,0,0,0,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.28084,0.9025,0.31118,1,0,0,0,0,0,0,1,0.7144466966,0,0.6215545012,0,1,0,0,0,0,0,1
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm ),0.15563,0.504,0.30879,0,0,0,0,0,0,0,0.1253426614,0.1288274058,1,0.346321576,0,0,0,0.3564396133,1,0,0,0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.00475,0.01539,0.30865,0,0,0.01088213951,0,0.004103281643,0,0.02408803717,0.01379941535,0.007809317895,0,0.008870365249,0,0,0,0.01052931596,0,0,0,0.01017112727
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.04555,0.14803,0.30773,0.1780682107,0,0,0,0,0,0,0,0.03931660044,0.1868198604,0.04748402818,0,0.1486447615,0.104838762,0.04630560467,0,0,0.08085911651,0.03317252202
P(Mode_H2M=manual | EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.13638,0.14803,0.3047,0.393916588,0,0.5101354271,0,0,0.1526484143,0,0.06536281344,0.1376411532,0.1211448196,0.1300970231,0,0.251365335,0,0.09423909756,0.1251917267,0.3574559199,0.1586121227,0.0933258579
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.01323,0.04425,0.29891,0,0,0,0,0,0.2513096695,0,0,0,0,0,0,0,0,0,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.01323,0.04425,0.29891,0,0,0,0,0,0.2513096695,0,0,0,0,0,0,0,0,0,0,0,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm Trust_Human=Trust_Human==0 ),0.26402,0.9025,0.29255,1,0,0,0,0,0,0,1,0.6668419651,0,0.5226560806,0,1,0,0,0,0,0,0.8269728851
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.02851,0.0975,0.29245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5417670969,0,0,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected Trust_Human=Trust_Human>0 ),0.26316,0.9025,0.29159,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human>0 ),0.14441,0.496,0.29115,0,0,0.6059565476,1,0,0,0.1378058414,1,0,0,0,0,0,0,0,0,0,0,0
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected Trust_Human=Trust_Human==0 ),0.14383,0.496,0.28997,0,0,0,0,0,0,0,0,0,0.5658902469,0.3398337402,0,0.3251992256,0,0,0,1,0,0.5018006311
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm Trust_Human=Trust_Human>0 ),0.14599,0.504,0.28967,0,0,0,0,0,0,0,0.4174274413,0,1,0,0,0,0,0.3564396133,1,0,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.04255,0.14803,0.28747,0.08843580379,0,0,0,0.04690285148,0.03520126475,0.004283892815,0.05960978658,0.05910715988,0.05034760875,0.08581235204,0,0.07066502873,0.02935124943,0.03055446014,0.04568307131,0.04169632007,0.0854701972,0.07540886011
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.04242,0.14803,0.28659,0,0,0,0.7272101286,0,0,0,0,0,0,0,0,0,0,0,0,0.07883910805,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.04197,0.14803,0.28352,0,0,0,0.5784354453,0,0,0.05681067828,0.05383254504,0,0.01154679977,0.03745106952,0,0.01682935713,0,0.008911341273,0,0.03360128815,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.04189,0.14803,0.28299,0.1028273826,0.01696523502,0.02173102101,0,0.03568073156,0.02578978906,0.008139418978,0.05126348563,0.05517856304,0.0487913997,0.05672209655,0,0.06843695577,0.03101636678,0.029593225,0.0488057188,0.0408488934,0.09084973886,0.06328547101
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.04176,0.14803,0.28213,0,0,0,0,0,0,0.4056941619,0.05298287268,0.03425395358,0,0.03216512874,0,0.03991174026,0,0,0.1795682782,0,0,0.04894693636
P(EventW_Machine=EventW_Machine==false alarm | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.00203,0.00725,0.27948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03849878935,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.01236,0.04425,0.27931,0,0,0,0,0,0,0,0,0,0,0.2348310476,0,0,0,0,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.26316,0.95575,0.27534,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.26316,0.95575,0.27534,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.26316,0.95575,0.27534,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.26316,0.95575,0.27534,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human>0 ),0.26316,0.95575,0.27534,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected Trust_Human=Trust_Human>0 ),0.26316,0.95575,0.27534,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.21053,0.765,0.2752,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
P(EventW_Machine=EventW_Machine==truck detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00232,0.00847,0.27359,0,0,0,0,0,0.008096291155,0,0,0,0.01848523806,0,0,0,0,0,0,0.01744732313,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.04029,0.14803,0.27218,0.1397734605,0,0,0,0,0,0,0.2590778409,0.194739027,0,0.01404316967,0,0.02503338778,0,0.03351889265,0,0,0,0.09932984468
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.02631,0.0975,0.2698,0,0,0,0,0,0,0,0,0.4998027633,0,0,0,0,0,0,0,0,0,0
P(EventW_Machine=EventW_Machine==obstacle detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 Trust_Human=Trust_Human==0 ),0.00461,0.01735,0.26577,0.02940901929,0,0,0,0,0.006922583143,0,0,0.01249196045,0.009434992815,0.01024146211,0,0.007835681252,0,0.007653685137,0,0,0,0.003622710694
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human>0 ),0.23878,0.9025,0.26458,0.2486667852,0,0,0,0,0,0.2882327056,1,0,0,0,0,0,1,1,0,1,0,0
P(Mode_H2M=manual | EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.14739,0.14803,0.26136,0.02485428131,0.3628603823,0.6344540525,0,0,0.1632919277,0.4977202156,0.1006338736,0.1279839456,0.08166862688,0.07542209924,0,0.1129332678,0.1098830195,0.143887858,0.152570104,0.1188370452,0,0.0933258579
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.03857,0.14803,0.26055,0.126203058,0,0,0,0,0,0,0,0.06235718049,0.1328175596,0.06232554821,0,0.1270173793,0,0.0648636283,0,0,0.09907119334,0.05816690527
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.00392,0.01539,0.25441,0,0,0,0,0,0,0,0,0.0373030362,0,0,0,0,0.03709043147,0,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.24281,0.95575,0.25405,0,0.6133164727,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected Trust_Human=Trust_Human>0 ),0.24281,0.95575,0.25405,0,0.6133164727,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.2257,0.9025,0.25008,0,0,0,0,0,0,0.2882327056,1,0,0,0,0,0,1,1,0,1,0,0
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human>0 ),0.12403,0.496,0.25006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6435603867,0,0.7130287297,0,0
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.21053,0.85196,0.24711,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human>0 ),0.23539,0.95575,0.24629,0,0,0.3080044608,0.2839361623,0,0,0.3834763136,0,1,0,0,0,1,0,1,0,0.4970283422,0,0
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.1852,0.765,0.24209,0.5188464404,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
